Year,Country,Region,Happiness_Score,GDP_per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,GDP_per_Capita_USD,Population,Life_Expectancy_WB
2015,Switzerland,Western Europe,7.587,1.39651,1.34951,0.94143,0.66557,0.29678,0.41978,83806.4476003837,8282396.0,82.8975609756098
2015,Iceland,Western Europe,7.561,1.30232,1.40223,0.94784,0.62877,0.4363,0.14145,53505.6964079339,330815.0,82.4682926829268
2015,Denmark,Western Europe,7.527,1.32548,1.36058,0.87464,0.64938,0.34139,0.48357,53094.0133607574,5683483.0,80.7024390243902
2015,Norway,Western Europe,7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503,74809.9658049898,5188607.0,82.3048780487805
2015,Canada,North America,7.427,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957,43594.1941045394,35704498.0,81.8258536585366
2015,Finland,Western Europe,7.406,1.29025,1.31826,0.88911,0.64169,0.23351,0.41372,42560.3456767103,5479531.0,81.4804878048781
2015,Netherlands,Western Europe,7.378,1.32944,1.28017,0.89284,0.61576,0.4761,0.31814,45793.8135434697,16939923.0,81.509756097561
2015,Sweden,Western Europe,7.364,1.33171,1.28907,0.91087,0.6598,0.36262,0.43844,51188.1652120493,9799186.0,82.2048780487805
2015,New Zealand,Australia and New Zealand,7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922,38665.3723018158,4609400.0,81.6124390243903
2015,Australia,Australia and New Zealand,7.284,1.33358,1.30923,0.93156,0.65124,0.43562,0.35637,56970.3613028094,23815995.0,82.4
2015,Israel,Middle East and Northern Africa,7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785,36213.1041481958,8380100.0,82.0512195121951
2015,Costa Rica,Latin America and Caribbean,7.226,0.95578,1.23788,0.86027,0.63376,0.25497,0.10583,11714.7105980732,4818038.0,80.407
2015,Austria,Western Europe,7.2,1.33723,1.29704,0.89042,0.62433,0.33088,0.18676,43915.228020857,8642699.0,81.190243902439
2015,Mexico,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312,10021.2386118827,121072306.0,74.431
2015,United States,North America,7.119,1.39451,1.24711,0.86179,0.54604,0.40105,0.1589,56572.9188996063,321815121.0,78.690243902439
2015,Brazil,Latin America and Caribbean,6.983,0.98124,1.23287,0.69702,0.49049,0.14574,0.17521,8936.1955889444,201675532.0,75.106
2015,Luxembourg,Western Europe,6.946,1.56391,1.21963,0.91894,0.61583,0.28034,0.37798,105462.012584423,569604.0,82.2926829268293
2015,Ireland,Western Europe,6.94,1.33596,1.36948,0.89533,0.61777,0.45901,0.28703,64250.1385181257,4701957.0,81.4536585365854
2015,Belgium,Western Europe,6.937,1.30782,1.28566,0.89667,0.5845,0.2225,0.2254,40893.804537772,11274196.0,80.9926829268293
2015,United Arab Emirates,Middle East and Northern Africa,6.901,1.42727,1.12575,0.80925,0.64157,0.26428,0.38583,44910.334995523,8505237.0,82.076
2015,United Kingdom,Western Europe,6.867,1.26637,1.28548,0.90943,0.59625,0.51912,0.32067,45255.3449216209,65088000.0,80.9560975609756
2015,Oman,Middle East and Northern Africa,6.853,1.36011,1.08182,0.76276,0.63274,0.21542,0.32524,18808.3077921839,4184895.0,79.346
2015,"Venezuela, RB",Latin America and Caribbean,6.81,1.04424,1.25596,0.72052,0.42908,0.05841,0.11069,4103.1384987005,30573972.0,73.004
2015,Singapore,Southeastern Asia,6.798,1.52186,1.02,1.02525,0.54252,0.31105,0.4921,55645.6068614606,5535002.0,82.7439024390244
2015,Panama,Latin America and Caribbean,6.786,1.06353,1.1985,0.79661,0.5421,0.24434,0.0927,14082.6548434996,3960035.0,77.583
2015,Germany,Western Europe,6.75,1.32792,1.29937,0.89186,0.61477,0.28214,0.21843,41929.7549110722,81686611.0,80.6414634146341
2015,Chile,Latin America and Caribbean,6.67,1.10715,1.12447,0.85857,0.44132,0.33363,0.12869,13433.9202987032,18047625.0,80.008
2015,Qatar,Middle East and Northern Africa,6.611,1.69042,1.0786,0.79733,0.6404,0.32573,0.52208,68985.2433380102,2344557.0,81.785
2015,France,Western Europe,6.575,1.27778,1.26038,0.94579,0.55011,0.12332,0.20646,36702.4323733379,66548272.0,82.3219512195122
2015,Argentina,Latin America and Caribbean,6.574,1.05351,1.24823,0.78723,0.44974,0.11451,0.08484,13679.6264980954,43477012.0,76.6
2015,Czechia,Central and Eastern Europe,6.505,1.17898,1.20643,0.84483,0.46364,0.10686,0.02652,17931.5987670768,10546059.0,78.5780487804878
2015,Uruguay,Latin America and Caribbean,6.485,1.06166,1.2089,0.8116,0.60362,0.2324,0.24558,17125.9016800298,3368017.0,77.285
2015,Colombia,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512,6248.51490534512,46969940.0,76.067
2015,Thailand,Southeastern Asia,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187,5688.85335397884,70540795.0,76.563
2015,Saudi Arabia,Middle East and Northern Africa,6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524,23256.1549553531,29816382.0,77.776
2015,Spain,Western Europe,6.329,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398,25982.4416197775,46422303.0,82.8317073170732
2015,Malta,Western Europe,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,25529.6813337717,444220.0,81.8975609756097
2015,Kuwait,Middle East and Northern Africa,6.295,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609,29882.2126495698,3834574.0,79.3765609756098
2015,Suriname,Latin America and Caribbean,6.269,0.99534,0.972,0.6082,0.59657,0.16991,0.13633,8813.61705392067,581627.0,70.567
2015,Trinidad and Tobago,Latin America and Caribbean,6.168,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114,19887.2327716498,1349667.0,72.882
2015,El Salvador,Latin America and Caribbean,6.13,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776,3790.34089108162,6183676.0,70.952
2015,Guatemala,Latin America and Caribbean,6.123,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,3893.50533299068,15971743.0,70.915
2015,Uzbekistan,Central and Eastern Europe,6.003,0.63244,1.34043,0.59772,0.65821,0.22837,0.30826,2803.19018021751,30749346.0,71.33
2015,Slovak Republic,Central and Eastern Europe,5.995,1.16891,1.26999,0.78902,0.31751,0.16893,0.03431,16442.0760860018,5423801.0,76.5634146341463
2015,Japan,Eastern Asia,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,34960.6393843385,127141000.0,83.7939024390244
2015,"Korea, Rep.",Eastern Asia,5.984,1.24461,0.95774,0.96538,0.33208,0.18557,0.07857,30171.7906545222,51014947.0,82.0243902439024
2015,Ecuador,Latin America and Caribbean,5.975,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809,5976.1596805651,16266225.0,76.222
2015,Bahrain,Middle East and Northern Africa,5.96,1.32376,1.21624,0.74716,0.45492,0.17362,0.306,23734.0551143019,1370322.0,80.338
2015,Italy,Western Europe,5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901,30639.8829751432,60229605.0,82.5439024390244
2015,Bolivia,Latin America and Caribbean,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.088,2996.01289811344,11014705.0,67.205
2015,Moldova,Central and Eastern Europe,5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,2749.55137054338,2835978.0,70.118
2015,Paraguay,Latin America and Caribbean,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242,5879.33792308762,6159103.0,73.454
2015,Kazakhstan,Central and Eastern Europe,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454,10196.1226255982,18084169.0,72.024
2015,Slovenia,Central and Eastern Europe,5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787,20697.2748530619,2063531.0,80.7756097560976
2015,Lithuania,Central and Eastern Europe,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031,14269.8039878287,2911109.0,74.3219512195122
2015,Nicaragua,Latin America and Caribbean,5.828,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317,2074.45620634731,6149417.0,72.899
2015,Peru,Latin America and Caribbean,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989,6231.71150338894,30457600.0,75.732
2015,Belarus,Central and Eastern Europe,5.813,1.03192,1.23289,0.73608,0.37938,0.11046,0.1909,5967.05595058777,9461076.0,73.6243902439025
2015,Poland,Central and Eastern Europe,5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212,12637.5220324406,37986412.0,77.4512195121951
2015,Malaysia,Southeastern Asia,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,9648.6797937523,31232798.0,75.288
2015,Croatia,Central and Eastern Europe,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243,12283.7840620053,4151725.0,77.2756097560976
2015,Libya,Middle East and Northern Africa,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023,7458.48917756374,6531819.0,71.644
2015,Russian Federation,Central and Eastern Europe,5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005,9277.7138671875,144640716.0,71.1834146341463
2015,Jamaica,Latin America and Caribbean,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299,5339.30718256806,2802534.0,72.214
2015,Cyprus,Western Europe,5.695,1.20806,1.07008,0.92356,0.49027,0.26169,0.1428,23088.44140625,1219502.0,81.464
2015,Cyprus,Western Europe,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146,23088.44140625,1219502.0,81.464
2015,Algeria,Middle East and Northern Africa,5.605,0.93929,1.07772,0.61766,0.28579,0.07822,0.17383,4685.05902729002,40019529.0,75.159
2015,Kosovo,Central and Eastern Europe,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741,3520.62850699375,1788274.0,76.024
2015,Turkmenistan,Central and Eastern Europe,5.548,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844,5759.497903834,6215770.0,69.061
2015,Mauritius,Sub-Saharan Africa,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521,9630.5437837507,1262879.0,74.3531707317073
2015,"Hong Kong SAR, China",Eastern Asia,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124,42432.1619740441,7291300.0,84.2526829268293
2015,Estonia,Central and Eastern Europe,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,17722.1557669523,1315407.0,77.590243902439
2015,Indonesia,Southeastern Asia,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0,3288.22269725538,261799249.0,69.52
2015,Viet Nam,Southeastern Asia,5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441,2577.56885340113,92823254.0,73.955
2015,Turkiye,Middle East and Northern Africa,5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,11064.6494504662,78218479.0,76.539
2015,Kyrgyz Republic,Central and Eastern Europe,5.286,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232,1105.65193844261,6040036.0,70.6512195121951
2015,Nigeria,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403,2585.73360671797,190671878.0,51.939
2015,Bhutan,Southern Asia,5.253,0.77042,1.10395,0.57407,0.53206,0.47998,0.15445,2954.04081911097,740618.0,70.797
2015,Azerbaijan,Central and Eastern Europe,5.212,1.02389,0.93793,0.64045,0.3703,0.07799,0.16065,5500.50364628486,9649341.0,72.349
2015,Pakistan,Southern Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464,1380.47020838317,217290883.0,65.641
2015,Jordan,Middle East and Northern Africa,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293,4042.75678097555,9544729.0,75.06
2015,Montenegro,Central and Eastern Europe,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296,6421.00307345999,624651.0,76.6024390243903
2015,China,Eastern Asia,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781,8175.33285077393,1379860000.0,76.975
2015,Zambia,Sub-Saharan Africa,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,1295.87788680068,16399089.0,60.728
2015,Romania,Central and Eastern Europe,5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649,8977.01748158196,19815616.0,74.9121951219512
2015,Serbia,Central and Eastern Europe,5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617,5820.3215576888,7095383.0,75.2878048780488
2015,Portugal,Western Europe,5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078,19215.7813014347,10358076.0,81.1243902439025
2015,Latvia,Central and Eastern Europe,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332,13321.9753140616,1977527.0,74.4804878048781
2015,Philippines,Southeastern Asia,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279,2909.85818010301,105312992.0,69.45
2015,Morocco,Middle East and Northern Africa,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546,3146.24780273438,34607588.0,72.894
2015,North Macedonia,Central and Eastern Europe,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.05327,5262.68671928674,1912430.0,75.4024390243902
2015,Mozambique,Sub-Saharan Africa,4.971,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603,610.563774706589,26547572.0,58.711
2015,Albania,Central and Eastern Europe,4.959,0.87867,0.80434,0.81325,0.35733,0.14272,0.06413,4199.53912925398,2731293.0,78.358
2015,Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.83223,0.91916,0.79081,0.09245,0.24808,0.00227,4662.25869219448,3518541.0,77.073
2015,Lesotho,Sub-Saharan Africa,4.898,0.37545,1.04103,0.07612,0.31767,0.16388,0.12504,1121.19851342518,2104611.0,51.83
2015,Dominican Republic,Latin America and Caribbean,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234,6800.95309395474,10434829.0,72.982
2015,Lao PDR,Southeastern Asia,4.876,0.59066,0.73803,0.54909,0.59591,0.42192,0.24249,2121.01339097363,6801645.0,66.688
2015,Mongolia,Eastern Asia,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666,3838.92126989984,3026864.0,70.810243902439
2015,Eswatini,Sub-Saharan Africa,4.867,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306,3419.82276559528,1142813.0,54.941
2015,Greece,Western Europe,4.857,1.15406,0.92933,0.88213,0.07699,0.0,0.01397,17980.7298238137,10820883.0,81.0365853658537
2015,Lebanon,Middle East and Northern Africa,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582,7714.1099998804,6472469.0,78.275
2015,Hungary,Central and Eastern Europe,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758,12782.9412577973,9797755.0,75.5682926829269
2015,Honduras,Latin America and Caribbean,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825,2271.20265980349,9237305.0,71.323
2015,Tajikistan,Central and Eastern Europe,4.786,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072,956.916310930656,8643840.0,69.665
2015,Tunisia,Middle East and Northern Africa,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358,4014.94773686432,11402264.0,74.875
2015,West Bank and Gaza,Middle East and Northern Africa,4.715,0.59867,0.92558,0.66015,0.24499,0.11251,0.12905,3272.15432360708,4270092.0,74.577
2015,Bangladesh,Southern Asia,4.694,0.39753,0.43106,0.60164,0.4082,0.21222,0.12569,1224.38647668165,159383179.0,70.543
2015,"Iran, Islamic Rep.",Middle East and Northern Africa,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863,4952.73355532178,82619362.0,75.907
2015,Ukraine,Central and Eastern Europe,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,2094.47387695313,45784896.0,72.686
2015,Iraq,Middle East and Northern Africa,4.677,0.98549,0.81889,0.60237,0.0,0.17922,0.13788,4440.14189252367,37560535.0,69.977
